"Scott Sprague","Cetera","United Planners Financial Services of America","$110","01-23-2013"
"Jim Galante, Michael Lambrix, Jeremy Laub","Commonwealth Financial Network","SII Investments","$250","01-18-2013"
"Diane Alecci, Lynn Blanchard","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$500","01-07-2013"
"Carolyn S. Meakem, Traci Meakem Richmond","Raymond James","Wells Fargo Advisors","$200","01-07-2013"
"Paul Tingley","Securities Service Network","Proequities","$350","12-26-2012"
"Jim Clements","Securities America","United Planners Financial Services of America","$100","12-19-2012"
"Jason Lloyd","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$125","12-17-2012"
"Dan Sandlin","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$151","12-17-2012"
"Christine Reilly","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$159","12-17-2012"
"David Vallie","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$160","12-17-2012"
"Emory Ragsdale, Wade Myatt, Lynde Jackson","Bank of America Merrill Lynch","RBC Wealth Management","$152","12-17-2012"
"Craig Weinstein","Bank of America Merrill Lynch","Credit Suisse Wealth Services","$174","12-17-2012"
"Scott Cutliff, Donald Horras, Patricia Polster","Raymond James","Morgan Stanley Wealth Management","$204","12-14-2012"
"Sherri Stansbury, Carey Stansbury","Royal Alliance","Next Financial","$235","12-14-2012"
"Richard Prybyl, Richard Farr, Steve Headrick","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$248","12-11-2012"
"Nancy Buttweiler, Kristopher Schultz, David Peterson","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$141","12-11-2012"
"Tamar H. Mogilski","LPL Financial","MetLife Securities","$150","12-10-2012"
"Tony Fusco, Kevin Fusco, David Matthews, Steven Moore, Donna Childress, Michelle Dumler, Ascenza DiFerdinando","Raymond James","LPL Financial","$230","12-06-2012"
"Curt Whipple","Kalos Capital","Investacorp","$120","12-05-2012"
"Gary Stringer","Kalos Capital","FSC Securities","$102","12-05-2012"
"Nathan Running","Multi-Financial Securities","LPL Financial","$88","12-04-2012"
"Vince Costanzo, Rex Mack","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$115","12-03-2012"
"Howard Shallcross","Morgan Stanley Wealth Management","Barclays Wealth","$80","12-03-2012"
"Brant Giere, Lisa Szucs","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$210","12-03-2012"
"Luis Fuentes, Christopher Fuentes, Rosario Hondermann","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$373","12-03-2012"
"Levent Bayrasli, Russell Smith","Ameriprise Financial","Bank of America Merrill Lynch","$95","11-28-2012"
"Ziv Ohel, Bill Duncan","Ameriprise Financial","Morgan Stanley Wealth Management","$275","11-28-2012"
"John DiCiaccio, Leah Thomson Snell, Jon LaMothe, Luis Gonzalez","Snowden Capital Advisors","Bank of America Merrill Lynch","$500","11-27-2012"
"Dave Strunc, Nicholas Russell","Multi-Financial Securities","Woodbury Financial Services","$100","11-26-2012"
"Victoria Azpurua","Raymond James","Morgan Stanley Wealth Management","$110","11-22-2012"
"Matthew Hanshaw, Taylor Ranker, Alfred Varano","Royal Alliance","National Planning","$325","11-21-2012"
"Angelo Talebi, Artin Bandari","Royal Alliance","LPL Financial","$230","11-21-2012"
"Michelle R. Lavigne","Wells Fargo Advisors","UBS Financial Services","$120","11-20-2012"
"Bradley Gummow","Wells Fargo Advisors","Stifel Nicolaus & Co.","$100","11-16-2012"
"W. Howard Humphrey","Wells Fargo Advisors","Bank of America Merrill Lynch","$101","11-16-2012"
"Robert Hart, Thomas Tonkovich ","Wells Fargo Advisors","RBC Wealth Management","$107","11-16-2012"
"Rich Ceffalio","Wells Fargo Advisors","UBS Financial Services","$165","11-16-2012"
"Robert Shwedel, Andrea Roth","Wells Fargo Advisors","UBS Financial Services","$196","11-16-2012"
"Chris Queen, Peggy Etheridge, Jason Hofnagel ","Wells Fargo Advisors","Morgan Stanley Wealth Management","$206","11-16-2012"
"Nancy Johnson, Susan Ellena ","Wells Fargo Advisors","Morgan Stanley Wealth Management","$210","11-16-2012"
"Allen Wilson","Wells Fargo Advisors","Stifel Nicolaus & Co.","$212","11-16-2012"
"Andrew Siegel, Nickolaus Roeschley, William Kulesh ","Wells Fargo Advisors","Morgan Stanley Wealth Management","$231","11-16-2012"
"Robert Evans, Walt Shinault, Richard Hastings","Wells Fargo Advisors","Bank of America Merrill Lynch","$250","11-16-2012"
"Michael Mullis","Securities America","LPL Financial","$223","11-15-2012"
"Michael Koletar","Sovereign Coast Wealth Advisors","Wells Fargo Advisors","$50","11-15-2012"
"Michael Koletar","Sovereign Coast Wealth Advisors","Wells Fargo Advisors","$50","11-14-2012"
"Mark Cortazzo, Nicholas Spagnoletti Jr., Jay LaMalfa, Thomas Moyer","LPL Financial","SII Investments","$650","11-13-2012"
"Level Four Group","LPL Financial","Lincoln Financial","$1,000","11-13-2012"
"Karl Rothermund ","Raymond James","Morgan Stanley Wealth Management","$80","11-12-2012"
"Waldron Group","Fidelity","LPL Financial","$1,200","11-07-2012"
"Mark Elston, Dave Quinn, Jim Elston, Tiffany Del Santo","LPL Financial","Wells Fargo Advisors","$185","11-07-2012"
"Bryan Schon","Morgan Stanley Wealth Management","Chase Investment Services","$205","11-06-2012"
"Michael Bulhack, Mario Ponczek, Douglas Ponczek","UBS Financial Services","Morgan Stanley Wealth Management","$423","11-06-2012"
"Tom Temple","UBS Financial Services","Bank of America Merrill Lynch","$200","11-01-2012"
"Cheryl Young","Morgan Stanley Wealth Management","Raymond James","$221","10-31-2012"
"Leon Ciobataru, Luiz Boruchowski","Morgan Stanley Wealth Management","Wells Fargo Advisors","$210","10-31-2012"
"Susan Pearlman, Gregory Kennedy","Summit Brokerage Services","Raymond James","$60","10-30-2012"
"Mark W. Teed","Raymond James","Wells Fargo Advisors","$225","10-25-2012"
"Gerber Kawasaki Wealth & Investment Management","LPL Financial","SagePoint Financial","$175","10-24-2012"
"Rebecca Rothstein & Team","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$2,500","10-22-2012"
"Ty Bernicke, Barry Bernicke","Triad Advisors","Raymond James","$250","10-22-2012"
"Timothy J. Mulroy","UBS Financial Services","Morgan Stanley Wealth Management","$175","10-22-2012"
"Robert G. Bernardin","Hilliard Lyons","Morgan Stanley Wealth Management","$300","10-19-2012"
"Richard Wright","Wedbush Securities","Morgan Stanley Wealth Management","$105","10-19-2012"
"Capstone Affluent Strategies","LPL Financial","Prudential Financial","$450","10-17-2012"
"Simone Gladstone, Lynn Cravinho","Triad Advisors","Morgan Stanley Wealth Management","$80","10-17-2012"
"Jim Vermilye","Robert W. Baird & Co.","LPL Financial","$85","10-16-2012"
"Ken Belter, Will Schaffler","Robert W. Baird & Co.","Citigroup","$130","10-16-2012"
"Jon Narmi, Charlie Narmi, Theresa Rynaski","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$330","10-16-2012"
"Fred Gartrell","Robert W. Baird & Co.","Charles Schwab","$425","10-16-2012"
"David Evans, Nepeta Godec, Patty Eckelberry","RBC Wealth Management","Bank of America Merrill Lynch","$177","10-03-2012"
"Peter Reinecke, Christine Cipolla, Timothy Marshall","Saxony Securities","LPL Financial","$150","10-03-2012"
"Washington Wealth Management","LPL Financial","Spire Investment Partners","$750","10-02-2012"
"Jonathan Madrigano","JPMorgan Chase & Co.","Morgan Stanley Wealth Management","$2,000","10-01-2012"
"Robert Zyzo, Irina Leuth","Securities Service Network","LPL Financial","$50","09-26-2012"
"David Greenleigh, Brian Luts","Wells Fargo Advisors","Morgan Stanley Wealth Management","$160","09-26-2012"
"Kevin Stophel, Matthew McCoy","Concert Wealth Management","Bank of America Merrill Lynch","$90","09-17-2012"
"Francis Vitellaro","Investacorp","Wells Fargo Advisors","$65","09-17-2012"
"Matt Lawson, William F. Winchester","Raymond James","LPL Financial","$150","09-17-2012"
"Marty Dean, Judy Olschofka","FSC Securities","Centaurus Financial","$61","09-14-2012"
"Eric Burton, Ronald Whittingham","FSC Securities","LPL Financial","$250","09-14-2012"
"Dan Chabott, Michael Ingenito, Terry Seely, Robert Kelly, Richard Darrow","Investors Capital","Royal Alliance","$65","09-10-2012"
"Jim R. Day","Prospera Financial Services","Sanders Morris Harris","$54","09-07-2012"
"John A. Gilbert","Prospera Financial Services","Sanders Morris Harris","$80","09-07-2012"
"Meg Green","Sterne Agee & Leach","Royal Alliance","$650","09-07-2012"
"Wade C. Meeks, Curtis Coburn","Wells Fargo Advisors","Morgan Stanley Wealth Management","$130","09-07-2012"
"Ryan Kaufman","Securities America","Woodbury Financial Services","$150","09-06-2012"
"Scott Robinson, Christian Reuter","RBC Wealth Management","Bank of America Merrill Lynch","$250","09-05-2012"
"Hugh Anderson, Sheila Delutri ","Hightower Advisors","Bank of America Merrill Lynch","$450","09-04-2012"
"Mike PeQueen, Ned Evans, Adam Thurgood","Hightower Advisors","Bank of America Merrill Lynch","$340","09-04-2012"
"Myron T. Barker","UBS Financial Services","Bank of America Merrill Lynch","$200","08-30-2012"
"William Fusco, Robert Richard","Stifel Nicolaus & Co.","Morgan Stanley Wealth Management","$150","08-29-2012"
"Patricia Walsh","Stifel Nicolaus & Co.","Morgan Stanley Wealth Management","$127","08-29-2012"
"Mark Kean","Bank of America Merrill Lynch","UBS Financial Services","$141","08-27-2012"
"Lee Miller, Andrew Pleat","Bank of America Merrill Lynch","UBS Financial Services","$183","08-27-2012"
"John Cartolano","Ameriprise Financial","LPL Financial","$200","08-23-2012"
"Arlin Penner","Wells Fargo Advisors","Morgan Stanley Wealth Management","$50","08-23-2012"
"John Lupi and Associates","Ameriprise Financial","Wells Fargo Advisors","$101","08-21-2012"
"James Marchesi and Associates","Ameriprise Financial","LPL Financial","$115","08-21-2012"
"John Eric Newell","Investment Centers of America","Bancwest Investment Services","$76","08-21-2012"
"Westcott Jones, Scott Vogel ","Bank of America Merrill Lynch","Wells Fargo Advisors","$1,000","08-20-2012"
"Matt Dillig, Ted Bowen","Hightower Advisors","Credit Suisse Wealth Services","$1,000","08-20-2012"
"Keith Munera, John Wildemore","Morgan Stanley Wealth Management","UBS Financial Services","$315","08-20-2012"
"Matthew Zaft, Connor McKinney","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$219","08-20-2012"
"Angel Colina","Morgan Stanley Wealth Management","Wells Fargo Advisors","$240","08-20-2012"
"Mark Ralston","Morgan Stanley Wealth Management","LPL Financial","$143","08-20-2012"
"Christopher Agnew, Gary Hewitt, Darrell Henricksen","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$300","08-20-2012"
"Nancy K. Mellon","Wells Fargo Advisors","Morgan Stanley Wealth Management","$65","08-20-2012"
"Michael Prat","Wells Fargo Advisors","Morgan Stanley Wealth Management","$251","08-16-2012"
"Jeff Drowos, Bryan Drowos","Wells Fargo Advisors","Morgan Stanley Wealth Management","$198","08-16-2012"
"Jimmy Burns, Judd Fleming","Wells Fargo Advisors","Morgan Stanley Wealth Management","$146","08-16-2012"
"Jack Lobianco","Wells Fargo Advisors","UBS Financial Services","$109","08-16-2012"
"Cynthia Colin","Wells Fargo Advisors","Morgan Stanley Wealth Management","$154","08-16-2012"
"Steve Freidin","Wells Fargo Advisors","Morgan Stanley Wealth Management","$110","08-16-2012"
"Lance Hubeny","Wells Fargo Advisors","Bank of America Merrill Lynch","$98","08-16-2012"
"Allen Wilson","Wells Fargo Advisors","Stifel Nicolaus & Co.","$212","08-16-2012"
"Pil Hwang","Wells Fargo Advisors","Phillips & Co. ","$120","08-16-2012"
"DeLynn Zell, Pete McCarn, Jeris Burns, David LeCompte","LPL Financial","Lincoln Financial","$1,000","08-14-2012"
"Vann Ashley Wilder Sr., Van R. Martin, Maria G. Wilder  ","Raymond James","Morgan Stanley Wealth Management","$300","08-13-2012"
"Mark Logan, Bill Unrein","Fairhaven Financial Advisors Inc","Morgan Stanley Wealth Management","$100","08-10-2012"
"Jayme Lemaire, Jamie Nowakowski","Wells Fargo Advisors","Citizens Bank","$96","08-09-2012"
"Richard Schofield, Dustin Schofield","Wells Fargo Advisors","Morgan Stanley Wealth Management","$128","08-09-2012"
"Andrew Cappello, Christie Roberts ","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$378","08-08-2012"
"Neil Hattem","Stifel Nicolaus & Co.","M.L. Stern & Co.","$250","08-08-2012"
"Mike Clancy, Brad Anderson, Steve Burch","UBS Financial Services","Bank of America Merrill Lynch","$150","08-05-2012"
"Matthew Dernis","Investacorp","Royal Alliance","$50","08-02-2012"
"Advantage Financial Group","LPL Financial","National Planning","$2,000","08-02-2012"
"Jason L. Steele","Prospera Financial Services","Raymond James","$75","08-02-2012"
"Kenneth Fortini, Ralph E. Labriola, Nicholas J. DiMenna","Stifel Nicolaus & Co.","Wells Fargo Advisors","$108","08-01-2012"
"Richard Ray","Stifel Nicolaus & Co.","Morgan Stanley Wealth Management","$77","08-01-2012"
"Matt Celenza, Larry DiGioia","Bank of America Merrill Lynch","Barclays Wealth","$790","07-31-2012"
"Robert M. Eastmann, Joshua W. Beverly","Multi-Financial Securities","LPL Financial","$52","07-31-2012"
"Bryan Chew, Michael Takayama, Anita Fong-Chao, Eugene Hsu, Daryl Wong","Commonwealth Financial Network","LPL Financial","$100","07-30-2012"
"Anthony Thurlow","Investors Capital","Ameriprise Financial","$55","07-30-2012"
"Luis Alegre","Capital Guardian Wealth Management","Bernstein Global Wealth Management","$330","07-27-2012"
"Elisabeth D. Baldwin","Raymond James","BB&T Securities","$100","07-27-2012"
"James McKenzie, Ricardo Quiros, Mauricio Rubio","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$235","07-25-2012"
"Robert Steingold, Geoffrey Orbach","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$177","07-25-2012"
"Douglas McPherson, Dean Ridgway","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$148","07-25-2012"
"Thomas McDavid","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$300","07-23-2012"
"Jonathan Spafford","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$140","07-23-2012"
"Robert Gilson","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$75","07-23-2012"
"James Harris, Pam Ashley","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$3,000","07-18-2012"
"Javier Vargas, Ramon Perez","Morgan Stanley Wealth Management","UBS Financial Services","$300","07-18-2012"
"Sheldon Hechtman, Ellen Klersfeld","Morgan Stanley Wealth Management","UBS Financial Services","$211","07-18-2012"
"Blane Hammer","Morgan Stanley Wealth Management","UBS Financial Services","$120","07-18-2012"
"Eliot Ross","Morgan Stanley Wealth Management","Barclays Wealth","$98","07-18-2012"
"Brent Henry, Dustin Colebank, Mike Hudson","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$230","07-17-2012"
"Tom Shoup","Morgan Stanley Wealth Management","Raymond James","$300","07-17-2012"
"Eugene M. Lerner, Walter Gondeck Jr., Mingdong Tan","Hightower Advisors","Morgan Stanley Wealth Management","$600","07-16-2012"
"Paul Klehr, Josh Quail","Stifel Nicolaus & Co.","Raymond James","$55","07-10-2012"
"Richard Ward","Stifel Nicolaus & Co.","Bank of America Merrill Lynch","$74","07-10-2012"
"Michael Hull, Patrick Hull","Dynasty Financial Partners","Morgan Stanley Wealth Management","$3,831","07-09-2012"
"David Molnar, Drew Nordlicht","Hightower Advisors","UBS Financial Services","$330","07-02-2012"
"Evans Peay","Raymond James","Bank of America Merrill Lynch","$92","07-01-2012"
"James Baltzersen","Summit Brokerage Services","Edward Jones","$51","06-29-2012"
"Jayson Bales","Robert W. Baird & Co.","MML Investors Services","$65","06-28-2012"
"Matthew Fields, Tonya Nichols","Robert W. Baird & Co.","Bank of America Merrill Lynch","$170","06-28-2012"
"Patty Estopinal","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$175","06-28-2012"
"Bill Carmel, Todd Carmel, Donn Carmel, Mario Quintero","Raymond James","Morgan Stanley Wealth Management","$400","06-26-2012"
"Manuel Casares","Summit Brokerage Services","Wells Fargo Advisors","$50","06-20-2012"
"Tom Ford, Jeff Jones","Raymond James","Morgan Stanley Wealth Management","$118","06-19-2012"
"Salim Kimiagar","Wells Fargo Advisors","Bank of America Merrill Lynch","$178","06-19-2012"
"Michael Landsberg, Lewis Bennett, Anthony Dubbaneh","Wells Fargo Advisors","Bank of America Merrill Lynch","$493","06-19-2012"
"Bruce Davidson","Wells Fargo Advisors","UBS Financial Services","$178","06-19-2012"
"David Gerasin","Wells Fargo Advisors","Morgan Stanley Wealth Management","$65","06-18-2012"
"Robert D. Powell, Walter M. Urban, Tyler Mercer","Raymond James","Morgan Stanley Wealth Management","$187","06-12-2012"
"Craig P. Adams, Steve Beierlein, S. Craig Adams","Stratos Wealth Partners","Morgan Stanley Wealth Management","$350","06-12-2012"
"Gregg Lazarescu, Donovan Mannato, Michael Nutt","Wells Fargo Advisors","Morgan Stanley Wealth Management","$450","06-12-2012"
"Matthew Franklin","Securities Service Network","Raymond James","$56","06-08-2012"
"Ryan J. Schrift","LPL Financial","Morgan Keegan","$15","06-07-2012"
"Floe Financial Partners","Wells Fargo Advisors","LPL Financial","$300","06-07-2012"
"James "Jim" Venditti, James Oliver","Wells Fargo Advisors","CCO Investment Services","$110","06-07-2012"
"William Kennedy","Wells Fargo Advisors","Morgan Keegan","$0","06-07-2012"
"Alan Metheny, David Clarke, Gary Ledbetter","Wells Fargo Advisors","Morgan Stanley Wealth Management","$244","06-07-2012"
"Donald Reed Mayne Jr.","Wells Fargo Advisors","Morgan Stanley Wealth Management","$107","06-07-2012"
"Robert Moreland","Wells Fargo Advisors","Bank of America Merrill Lynch","$100","06-07-2012"
"The Taitague, Krahe, Tatum & Doyle Group","Wells Fargo Advisors","Suntrust Investment Services","$520","06-07-2012"
"Robert Shelton","Wells Fargo Advisors","Morgan Stanley Wealth Management","$155","06-07-2012"
"The McFadden Group","Wells Fargo Advisors","Morgan Stanley Wealth Management","$268","06-07-2012"
"Pegasus Capital, Trinity Planning,, Stanziola Financial","Commonwealth Financial Network","Lincoln Financial","$375","06-05-2012"
"Stephen Kilpatrick","Investacorp","brokersXpress","$40","06-05-2012"
"Jeff Huff","Wells Fargo Advisors","Morgan Stanley Wealth Management","$65","06-05-2012"
"Steven Briggs","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$200","06-04-2012"
"William Schick, Paul Derrick","Morgan Stanley Wealth Management","Wells Fargo Advisors","$0","06-04-2012"
"Thomas Graham","Janney Montgomery Scott","Morgan Stanley Wealth Management","$150","06-01-2012"
"John T. Gilbert III","Hilliard Lyons","Scott & Stringfellow","$140","05-31-2012"
"Zelek, Associates","Investors Capital","Lincoln Financial","$30","05-31-2012"
"David Hilditch","Securities Service Network","Woodbury Financial Services","$68","05-30-2012"
"Thomas Karsten","Triad Advisors","DeWaay Financial Network","$0","05-30-2012"
"Jim Harris","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$400","05-29-2012"
"The Lipset Group","Lipset Wealth Strategies","Bank of America Merrill Lynch","$225","05-25-2012"
"Patricia Glass, Walter Varian","Morgan Stanley Wealth Management","Credit Suisse Wealth Services","$0","05-21-2012"
"Richard Jenkin, Thomas Ferrante","Morgan Stanley Wealth Management","UBS Financial Services","$210","05-21-2012"
"Nicholas Boccella, Richard Defuccio, Lewis Rauter, Graham Smith","Wells Fargo Advisors","Morgan Stanley Wealth Management","$322","05-21-2012"
"Joel Blount, Larry Keudell, Mike Morrison","Wells Fargo Advisors","Morgan Stanley Wealth Management","$368","05-21-2012"
"Don C. Reynolds II","RBC Wealth Management","Raymond James","$100","05-17-2012"
"Darin Laub","Barclays Wealth","Morgan Stanley Wealth Management","$0","05-16-2012"
"Gannon McCaffery","Barclays Wealth","Deutsche Bank","$0","05-16-2012"
"Mark Leyton","Barclays Wealth","Deutsche Bank","$0","05-16-2012"
"Zach Shillingford","Barclays Wealth","Deutsche Bank","$0","05-16-2012"
"John Nice, Brian Trujillo, Steven Ringquist, Bradley Trujillo, Michelle TerHark","Raymond James","Morgan Stanley Wealth Management","$220","05-16-2012"
"Bryce Bordwell","Wells Fargo Advisors","Citigroup","$100","05-16-2012"
"Richard Edwards, Scott Bell","Wells Fargo Advisors","Bank of America Merrill Lynch","$400","05-16-2012"
"Victor Rodriguez","Wells Fargo Advisors","City National Securities","$350","05-16-2012"
"Thomas McDonald","Wells Fargo Advisors","Fifth Third Securities","$99","05-15-2012"
"Andrew Arkfield","Wells Fargo Advisors","Edward Jones","$108","05-15-2012"
"Ted Dickinson, Maureen Goddard","Transamerica Financial Advisors","Money Concepts","$25","05-14-2012"
"Joseph Ervolina, Robert Meissner III, Jonathan Miller","Transamerica Financial Advisors","Next Financial","$85","05-14-2012"
"Erin Botsford","LPL Financial","DeWaay Financial Network","$560","05-11-2012"
"Frank Seminara","Morgan Stanley Wealth Management","UBS Financial Services","$750","05-10-2012"
"Reby Advisors","Triad Advisors","Royal Alliance","$310","05-09-2012"
"Jeff Wolk, Lillian Marini","Raymond James","Morgan Stanley Wealth Management","$148","05-08-2012"
"Bruce Lear","Securities America","First National Capital Markets","$150","05-07-2012"
"James "Frank" Cape","Raymond James","Stifel Nicolaus & Co.","$105","05-03-2012"
"Douglas W. Mabie","Robert W. Baird & Co.","William Blair & Co.","$800","05-03-2012"
"Jeffrey Hollingsworth, William Simpson, Craig Billingsley","Morgan Stanley Wealth Management","Wells Fargo Advisors","$0","05-02-2012"
"Frank Bagrier, Wes Coyle","Morgan Stanley Wealth Management","UBS Financial Services","$135","05-02-2012"
"Terry Tolbert","Allen & Co. of Florida","Bank of America Merrill Lynch","$121","05-01-2012"
"Mike Fink, Will Bach, Brad Drager, Emilie Theriot","Raymond James","Morgan Stanley Wealth Management","$600","05-01-2012"
"John Duguid","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$135","04-27-2012"
"Douglas W. Mabie","Robert W. Baird & Co.","William Blair & Co.","$800","04-25-2012"
"Gene Theobald, Otho Evans, Teresa Castillo","RBC Wealth Management","Morgan Stanley Wealth Management","$330","04-24-2012"
"Tim Hudnall","RBC Wealth Management","Morgan Stanley Wealth Management","$90","04-24-2012"
"Steven Crabree","LPL Financial","Bank of America Merrill Lynch","$50","04-21-2012"
"Scott Sides, Josh Smeltzer, Brock Hively, Thomas McCracken, Denise Potter","RBC Wealth Management","Morgan Stanley Wealth Management","$330","04-19-2012"
"Daniel Gilham, Daniel Woods","Wells Fargo Advisors","Bank of America Merrill Lynch","$116","04-19-2012"
"James Gibbons, Stephen Marohl","Wells Fargo Advisors","RBC Wealth Management","$92","04-19-2012"
"Jamie Waldren","Wells Fargo Advisors","Morgan Stanley Wealth Management","$96","04-19-2012"
"David Elfenbein","Wells Fargo Advisors","UBS Financial Services","$85","04-19-2012"
"Leonard Bernstein, Robyn Fain, Tim Ridley, William Link","Wells Fargo Advisors","Morgan Stanley Wealth Management","$168","04-19-2012"
"Dennis Coleman, Thomas Dunleavy","Wells Fargo Advisors","UBS Financial Services","$233","04-19-2012"
"John Peterson","Wells Fargo Advisors","Morgan Stanley Wealth Management","$93","04-19-2012"
"Mark Seto","Wells Fargo Advisors","Bank of America Merrill Lynch","$137","04-19-2012"
"Wealth Advisors of Tampa Bay","LPL Financial","Florida Investment Advisors","$100","04-18-2012"
"Robert Robbins, Colleen Farley","Wells Fargo Advisors","Morgan Stanley Wealth Management","$180","04-17-2012"
"Warren Rockmacher","Investacorp","Chase Investment Services","$68","04-16-2012"
"Warren Rockmacher","Investacorp","Chase Investment Services","$68","04-16-2012"
"Ellentuck Wealth Management Group","UBS Financial Services","Morgan Stanley Wealth Management","$340","04-13-2012"
"The Pierce/Kyle Group","UBS Financial Services","Morgan Stanley Wealth Management","$236","04-13-2012"
"Wright Ramage Wealth Management Group","UBS Financial Services","Morgan Stanley Wealth Management","$380","04-13-2012"
"The RHY Group","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$350","04-11-2012"
"William Norris, Shawn Smith","Robert W. Baird & Co.","Charles Schwab","$640","04-11-2012"
"Scott Woods","Robert W. Baird & Co.","Wells Fargo Advisors","$390","04-11-2012"
"The Buskey McGinty Group","Robert W. Baird & Co.","Wells Fargo Advisors","$265","04-11-2012"
"The Allman-Bobbie Group","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$150","04-11-2012"
"John Lindsey","Securities America","Edward Jones","$100","04-11-2012"
"Kevin Donoghue, James Donoghue","Ameriprise Financial","Lincoln Financial","$84","04-10-2012"
"Jonathan Klausner, John Duffy, Jenny Margason, Caryn Wilkinson, Derek Disalvo","Morgan Stanley Wealth Management","UBS Financial Services","$650","04-09-2012"
"James Flood, Michael Romer","Morgan Stanley Wealth Management","UBS Financial Services","$213","04-09-2012"
"Marc Richman, Brian Bernhardt","Morgan Stanley Wealth Management","Deutsche Bank","$500","04-09-2012"
"Myles Pritchard","Concert Wealth Management","Bank of America Merrill Lynch","$100","04-06-2012"
"John Lynch, Arthur DeLuca, Lindsay Johns, Molly Croyle, Allie Gamble-Taylor, Andrew Fentress","Raymond James","Wells Fargo Advisors","$477","04-05-2012"
"Matthew Celenza, Larry DiGioia","Barclays Wealth","Morgan Stanley Wealth Management","$2,700","04-04-2012"
"James Paquette","Investacorp","Berthel Fisher","$52","04-03-2012"
"Palumbo, Short, D'Amato, Dixon Group","UBS Financial Services","Bank of America Merrill Lynch","$750","04-01-2012"
"Charles Hart","Ameriprise Financial","VSR Financial Services","$114","03-30-2012"
"Scott Karkenny, Alex Karkenny, Teresa Verone","RBC Wealth Management","Morgan Stanley Wealth Management","$165","03-29-2012"
"John Waszolek, Eric Waszolek","Raymond James","Morgan Stanley Wealth Management","$200","03-27-2012"
"Rick Hughes, Harry Greenberg, Shawn Senior, Daniel Silverberg","Morgan Stanley Wealth Management","UBS Financial Services","$800","03-26-2012"
"Charles S. Holt","Hightower Advisors","Bank of America Merrill Lynch","$200","03-23-2012"
"Bryce Kenny","Morgan Stanley Wealth Management","Credit Suisse Wealth Services","$475","03-23-2012"
"Thomas A. DeRosa","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$100","03-23-2012"
"David Lowe","Ameriprise Financial","Bank of America Merrill Lynch","$88","03-22-2012"
"Keith Somers","Ameriprise Financial","LPL Financial","$51","03-22-2012"
"John Levitz","Ameriprise Financial","Morgan Stanley Wealth Management","$87","03-22-2012"
"Michele Colarusso","Ameriprise Financial","LPL Financial","$65","03-22-2012"
"Dan Dijak","Ameriprise Financial","Raymond James","$81","03-22-2012"
"Mark Brellis","Ameriprise Financial","Morgan Stanley Wealth Management","$81","03-22-2012"
"Robert Holland, Denise Holland","Ameriprise Financial","Summit Brokerage Services","$96","03-22-2012"
"Ed Hanks","Ameriprise Financial","Wells Fargo Advisors","$134","03-22-2012"
"Matthew Kilgroe, Peter Frantzis,Tommy Kidwell","UBS Financial Services","Bank of America Merrill Lynch","$540","03-20-2012"
"Doug Viellette, Dan Danoto","Ameriprise Financial","Morgan Stanley Wealth Management","$211","03-16-2012"
"Ilan Segev","Morgan Stanley Wealth Management","Credit Suisse Wealth Services","$191","03-15-2012"
"Emir Culov, Amela Culov, Rebecca Rex","Morgan Stanley Wealth Management","H.S.B.C. Private Bank","$175","03-15-2012"
"Keith Long, Joseph Reilly, Jason Devito","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$385","03-15-2012"
"William E. Blanton","Washington Wealth Management","Morgan Stanley Wealth Management","$170","03-15-2012"
"Ryan Baker, Stuart Hamm","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$130","03-14-2012"
"Jose Fernandez, Juan Aleman","Bank of America Merrill Lynch","Citigroup","$260","03-14-2012"
