"Matthew G. Bishop, Ralph A. Brozzo, Dana L. Gibbs","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","10-23-2013"
"Elyssa Kupferberg ","Barclays Wealth","MBSC Securities","$0","10-23-2013"
"John Reinhold, Derek Reinhold","UBS Financial Services","Morgan Stanley Wealth Management","$144","10-23-2013"
"Robert P. Schneider","Morgan Stanley Wealth Management","UBS Financial Services","$334","10-22-2013"
"Ted Bowling, Aaron Bowling","Morgan Stanley Wealth Management","Edward Jones","$344","10-22-2013"
"Mark P. Fellows","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","10-17-2013"
"Eric Zeitlin, Todd Moll, Lee Hediger, Scott Montgomery","Raymond James","Walnut Street Securities","$1,000","10-17-2013"
"Brion Harris","Summit Brokerage Services","Cambridge Investment Research","$225","10-17-2013"
"Gary Grinberg","Platinum Wealth Partners","Morgan Stanley Wealth Management","$100","10-16-2013"
"Curtis Burns, Todd Blackburn","Platinum Wealth Partners","Morgan Stanley Wealth Management","$125","10-15-2013"
"Perry Bacon, Dan Racicot","Wells Fargo Advisors","Morgan Stanley Wealth Management","$105","10-15-2013"
"Brian M. Reilly, David E. Reilly","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","10-15-2013"
"Philip S. Hammitt, Jonathan Resin ","RBC Wealth Management","Bank of America Merrill Lynch","$500","10-10-2013"
"Romaine A. Macomb, Theresa V. Donatelli","LPL Financial","Essex Financial Services","$800","10-10-2013"
"Francesca Zavolta","Morgan Stanley Wealth Management","Barclays Wealth","$74","10-09-2013"
"Fred Costantino Sr., Fred Costantino Jr., Michael Costantino","Morgan Stanley Wealth Management","Wells Fargo Advisors","$123","10-09-2013"
"Theresa E. Chacopulos","Morgan Stanley Wealth Management","Wells Fargo Advisors","$302","10-09-2013"
"Nils Clark","RBC Wealth Management","Wells Fargo Advisors","$100","10-09-2013"
"Ira H. Mark, Michael Berger","RBC Wealth Management","Morgan Stanley Wealth Management","$1,000","10-09-2013"
"Michael Climer, Wes Climer","Wells Fargo Advisors","Bank of America Merrill Lynch","$220","10-09-2013"
"John Phillips, Darrell Jones, Scott Dickerson","Wells Fargo Advisors","UBS Financial Services","$219","10-09-2013"
"Ajay K. Gupta","Gupta Wealth Management","UBS Financial Services","$540","10-09-2013"
"Robert Black, Ned Manuel, Ed Blumenthal, Bob Borkowski","Janney Montgomery Scott","Bank of America Merrill Lynch","$900","10-04-2013"
"Stephen Ruvituso, Lee Konopka, Robert Matluck, Todd Stankiewicz ","Bank of America Merrill Lynch","UBS Financial Services","$1,000","10-03-2013"
"Garry W. Bridgeman","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$663","10-03-2013"
"VisionPoint Advisory Group","LPL Financial","Securian Financial Services","$1,000","10-03-2013"
"Brian D. Stewart","Wells Fargo Advisors","Morgan Stanley Wealth Management","$130","10-01-2013"
"Jason L. Moss","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$130","10-01-2013"
"Frank Marano, Donald Marano","Morgan Stanley Wealth Management","Raymond James","$100","10-01-2013"
"Al Maulini, Joseph Torano","Morgan Stanley Wealth Management","HSBC Private Bank","$121","10-01-2013"
"Scott Siegel, Mehmet Kirdar, Michael O'Hara, Joseph Carmody, ","Morgan Stanley Wealth Management","JPMorgan Chase & Co.; UBS Financial Services ","$1,500","10-01-2013"
"Michael C. Dawson, Stephan R. Farber, Stephen R. Cordill ","Deutsche Bank","Bank of America Merrill Lynch","$1,000","10-01-2013"
"Kevin Guth, Stephen Fordyce, Jeremy Soboleski","Snowden Capital Advisors","Bank of America Merrill Lynch","$500","10-01-2013"
"Robert Alpert, Charles Ladenheim, Robert Fusaro, Michael Montuori","Wells Fargo Advisors","Morgan Stanley Wealth Management","$1,000","09-30-2013"
"Richard F. Trasport","Voya Financial Advisors Partners","Royal Alliance","$70","09-26-2013"
"Frankie Brin","Voya Financial Advisors Partners","Walnut Street Securities","$60","09-26-2013"
"Wayne Maier","Securities America","National Planning","$414","09-25-2013"
"Gordon Kellam, Steven Cere","BB&T Securities","Bank of America Merrill Lynch","$0","09-24-2013"
"Julie A. Gampp","Stifel Nicolaus & Co.","U.S. Bancorp Investments","$89","09-23-2013"
"Stanley Alintoff","Morgan Stanley Wealth Management","UBS Financial Services ","$232","09-20-2013"
"Robert Finan, Anthony LaFonte","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$400","09-20-2013"
"Gary Englund, Steve Overton","Morgan Stanley Wealth Management","Raymond James","$100","09-20-2013"
"David Hays, Doug Hughes","J.W. Cole Financial","Sammons Securities","$350","09-20-2013"
"Lucian Hodgman","Investors Capital","Moors & Cabot","$120","09-20-2013"
"Andrew Gonski","LPL Financial","Ameriprise Financial","$100","09-19-2013"
"Gregory L. Bernhardt","NPB Financial Group","Sammons Securities","$150","09-19-2013"
"Joseph G. Yurgec","NPB Financial Group","LPL Financial","$200","09-19-2013"
"Cynthia D. Cowden","NPB Financial Group","Tricor Financial","$300","09-18-2013"
"Marc S. Schliefer","LPL Financial","Lincoln Financial","$250","09-16-2013"
"Stanley Crisci","RBC Wealth Management","Raymond James","$140","09-13-2013"
"John Molkentin, Denise Chin Quee","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$183","09-10-2013"
"Diane Padalino","Bank of America Merrill Lynch","Goldman Sachs","$325","09-10-2013"
"E. Gray Smith III","UBS Financial Services","Morgan Stanley Wealth Management","$345","09-10-2013"
"Gary K. Dorfman, Timothy S. Morton-Smith, Andrew H. Winchester","Beacon Pointe Wealth Advisors","Pacific Pointe Advisors","$175","09-10-2013"
"Chris Rogers, Steve Guthrie, Dana Ricker, David Mitchell ","Raymond James","Morgan Stanley Wealth Management","$500","09-06-2013"
"Robert A. Bezzone, Joseph Marotta","Bank of America Merrill Lynch","Wells Fargo Advisors","$139","09-05-2013"
"Abtin Zarrabi","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$192","09-05-2013"
"Charles A. Phelps","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$202","09-05-2013"
"Stephen J. Valelly","Raymond James","Jefferies & Company","$100","09-05-2013"
"Louis V. Walsh IV","Wells Fargo Advisors","UBS Financial Services","$287","09-03-2013"
"Eric A. Zakarin","Wells Fargo Advisors","Morgan Stanley Wealth Management","$261","09-03-2013"
"Courtenay Hathcock, Frederick Rossetter, William Black","Wells Fargo Advisors","UBS Financial Services","$418","09-03-2013"
"William S. Schroth, Joseph Taylor, Kip Dominy, Ken Hyatt, Bruce Kelly","Raymond James","Wells Fargo Advisors","$250","09-03-2013"
"David J. Karp","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","09-03-2013"
"Stephen C. Knudson","Stifel Nicolaus & Co.","Morgan Stanley Wealth Management","$112","09-03-2013"
"Gregory C. O'Donnell","Securities America","Financial Telesis","$137","08-28-2013"
"John P. Toman, Johanna A. Toman","Wells Fargo Advisors","Morgan Stanley Wealth Management","$235","08-26-2013"
"Mark Groesbeck, Robert Barrett","SCF Securities","WFG Investments","$51","08-21-2013"
"John F. Rasweiler","UBS Financial Services","Morgan Stanley Wealth Management","$4,800","08-21-2013"
"Joshua Weiland","Stifel Nicolaus & Co.","Robert W. Baird & Co.","$138","08-21-2013"
"Fred Hamsayeh","Aegis Capital","Retirement Benefits Group","$0","08-21-2013"
"Mark R. Kaskey, W. Jason Beard","Stifel Nicolaus & Co.","Janney Montgomery Scott","$178","08-19-2013"
"Charlotte Shaw, Gary Shaw","LPL Financial","Lincoln Financial","$360","08-15-2013"
"Martin Domres","Morgan Stanley Wealth Management","Deutsche Bank","$350","08-14-2013"
"John N. Huynh","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$60","08-12-2013"
"Daniel J. Phillips","Robert W. Baird & Co.","UBS Financial Services","$105","08-12-2013"
"Richard W. Andersen, Eric R. Andersen","Robert W. Baird & Co.","UBS Financial Services","$165","08-12-2013"
"Anthony Hobson, Jason Zajac, Dirk Brown","Investors Capital","Next Financial; U.S. Bancorp Investments; Fifth Third Securities","$60","08-12-2013"
"Bruce Lanser, Bernadette Lanser","UBS Financial Services","Morgan Stanley Wealth Management","$600","08-07-2013"
"Vincent Crognale","Janney Montgomery Scott","Morgan Stanley Wealth Management","$79","08-04-2013"
"Elaina S. Spilove","UBS Financial Services","Morgan Stanley Wealth Management","$2,500","08-02-2013"
"Scott Christian, Cecil Loyd, Mike Masters","Wells Fargo Advisors","Bank of America Merrill Lynch","$345","07-31-2013"
"Larry Hensle, George Fleeson, Mike Harper, Steven Skonberg, Scott McLaughlin","Wells Fargo Advisors","Morgan Stanley Wealth Management","$529","07-31-2013"
"J.D. Joyce","Wells Fargo Advisors","UBS Financial Services","$306","07-31-2013"
"Christian E. Burke, Jr., Jeff Altomari","Wells Fargo Advisors","Morgan Stanley Wealth Management","$165","07-31-2013"
"Douglas F. Brymer, David L. Swanson","HighPoint Planning Partners","Fifth Third Securities","$80","07-30-2013"
"Jonathan B. Abrams","Ameriprise Financial","HSBC Private Bank","$81","07-26-2013"
"Christine Franks","Ameriprise Financial","Raymond James","$81","07-26-2013"
"Michael T. Walsh","Ameriprise Financial","UBS Financial Services","$120","07-26-2013"
"David Seigerman","Janney Montgomery Scott","Morgan Stanley Wealth Management","$67","07-24-2013"
"Gaetan J. Gagne","Summit Brokerage Services","Morgan Stanley Wealth Management","$54","07-23-2013"
"Bradley Sullivan, Edward Bunting","Beverly Hills Wealth Management ","Morgan Stanley Wealth Management","$110","07-22-2013"
"David Heath","Capital Investment Co.","Triad Advisors","$0","07-22-2013"
"Tammie Farrell","Capital Investment Co.","Wells Fargo Advisors","$0","07-22-2013"
"Frank Esposito, Matthew Green","UBS Financial Services","JPMorgan Chase & Co.","$1,200","07-19-2013"
"Thomas S. Davis","Robert W. Baird & Co.","Wells Fargo Advisors","$0","07-12-2013"
"Richard G. Pfeil, Matthew Leatherwood, C. Nelson Shields, Jr.","Robert W. Baird & Co.","Wells Fargo Advisors","$300","07-12-2013"
"J. Gillette Burns, Orlando C. Montesino, Andrew A. Atkinson","Robert W. Baird & Co.","Wells Fargo Advisors","$470","07-12-2013"
"Winfield S. Smathers IV, Frederick C. Miller ","Raymond James","Hunter Associates","$350","07-12-2013"
"Peter Jensen, Bruce Walker, Paul Kowalski ","Investors Capital","LPL Financial","$52","07-12-2013"
"Don C. Garman, Jason Pfannenstiel, Carol Wikle, Dan Murray, AudreyGlafkides ","Sanctuary Wealth Services","Morgan Stanley Wealth Management","$0","07-12-2013"
"Savage and Associates","Royal Alliance","Walnut Street Securities","$1,400","07-10-2013"
"Charles Pascarella, Andrea Shenocca, Philip Pascarella","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","07-10-2013"
"Douglas W. Jones, Melissa S. Jones","J.W. Cole Financial","Walnut Street Securities","$175","07-10-2013"
"Michael P. Wallace, Todd J. Belfiore ","Stifel Nicolaus & Co.","UBS Financial Services","$179","07-09-2013"
"Michael T. Abbenante","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$110","07-09-2013"
"Mary E. Tompkins, Addison M. Sherman, Angelo Mamone","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$324","07-09-2013"
"William W. Barrow","Robert W. Baird & Co.","Wells Fargo Advisors","$0","07-09-2013"
"John T. Barnefield","Robert W. Baird & Co.","Wells Fargo Advisors","$0","07-09-2013"
"Greg T. Evans, Stephen Allain, Jerred R. Crumley  ","Robert W. Baird & Co.","Wells Fargo Advisors","$0","07-09-2013"
"Richard W. Ashcroft, Darrell J. Pesek ","Robert W. Baird & Co.","Wells Fargo Advisors","$0","07-09-2013"
"Michael A. Brannam, Patrick A. Brannam","Raymond James","UBS Financial Services","$250","07-09-2013"
"Richard A. Linnihan","Stifel Nicolaus & Co.","Morgan Stanley Wealth Management","$0","07-03-2013"
"W.G. Simms Oliphant Jr., Christopher T. Smith","Janney Montgomery Scott","Stephens ","$155","07-03-2013"
"Randall Renneisen, Robert Fischer","Janney Montgomery Scott","Morgan Stanley Wealth Management","$195","07-03-2013"
"Marty O'Connor","Stifel Nicolaus & Co.","Wells Fargo Advisors","$180","07-02-2013"
"Bruce I. Gould","Stifel Nicolaus & Co.","Morgan Stanley Wealth Management","$374","07-02-2013"
"Diana Freeburg, Daniel Hornblower, Paul DeRoche","UBS Financial Services","Bank of America Merrill Lynch","$270","07-02-2013"
"William R. Johnston","Investacorp","Wells Fargo Advisors","$50","06-28-2013"
"Thomas J. Addessi, Michael A. Rosso","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","06-28-2013"
"Jeffrey D. Hoover, Patti O'Malley","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","06-28-2013"
"Shannon J. Case, Mark J. Slattery","Securities America","SII Investments","$130","06-21-2013"
"Claire C. Friedrichs","Raymond James","Bank of America Merrill Lynch","$80","06-19-2013"
"Alfred J. Derenzis, Scott D. Ford","Janney Montgomery Scott","Morgan Stanley Wealth Management","$159","06-18-2013"
"Fred Baerenz, James Ortlip, David Sweat","Kalos Capital","Cetera","$150","06-17-2013"
"Leigh B. Hurd","Crestwood Advisors","U.S. Trust Bank of America Private Wealth Management","$200","06-17-2013"
"Scott A. Schuster, Paul L. Casazza","Raymond James","Morgan Stanley Wealth Management","$240","06-17-2013"
"Philip J. Weber Jr.","Wells Fargo Advisors","Bank of America Merrill Lynch","$129","06-17-2013"
"Peter Vrooman, Jonathan Sarver","Wells Fargo Advisors","RBC Wealth Management","$125","06-17-2013"
"Brian A. Stahler","Wells Fargo Advisors","Morgan Stanley Wealth Management","$108","06-17-2013"
"John B. Lyon, Jeannette M. Dobbyn","Wells Fargo Advisors","Morgan Stanley Wealth Management","$360","06-17-2013"
"Anthony Bavedas Jr.","Wells Fargo Advisors","Morgan Stanley Wealth Management","$109","06-17-2013"
"Bruce T. McMillan","Wells Fargo Advisors","Bank of America Merrill Lynch","$105","06-17-2013"
"James A. Hunt","Wells Fargo Advisors","Morgan Stanley Wealth Management","$181","06-17-2013"
"Wayne C. Best","LaSalle St. Securities","Morgan Stanley Wealth Management","$75","06-14-2013"
"Cynthia Woodsmall Jones","Raymond James","Morgan Stanley Wealth Management","$435","06-12-2013"
"Theodore S. Coleman Sr., Theodore S. Coleman Jr. ","Morgan Stanley Wealth Management","UBS Financial ","$161","06-12-2013"
"Arthur A. Levine","Morgan Stanley Wealth Management","Wells Fargo Advisors","$0","06-12-2013"
"The Bishoff Financial Group","Prospera Financial Services","LPL Financial","$130","06-07-2013"
"Robert J. Benson, Michael R. Slaymaker","Janney Montgomery Scott","Morgan Stanley Wealth Management","$142","06-07-2013"
"James D. Hall","Raymond James","USCA Securities LLC","$100","06-07-2013"
"Stephen J. Fish","UBS Financial Services","Hilliard Lyons","$475","06-05-2013"
"Arturo Castelo Lopez, Jennifer Sierra, Marion Tettke ","Morgan Stanley Wealth Management","UBS Financial Services","$375","06-05-2013"
"Ricardo Kent","Morgan Stanley Wealth Management","Wells Fargo Advisors","$100","06-05-2013"
"Michael A. Tedone, Kathleen M. Christensen, Elizabeth A. DeBassio","Connecticut Wealth Management","Filomeno Wealth Management","$120","06-05-2013"
"Edward F. Tills","Raymond James","Morgan Stanley Wealth Management","$108","05-31-2013"
"Vishal Bakshi, Jayne Finst, David A. Greene","Bank of America Merrill Lynch","Credit Suisse Wealth Services","$1,000","05-29-2013"
"Michael A. Sherman","Williams Financial Group","Wedbush Securities","$80","05-29-2013"
"Christopher R. Olson, David E. Kuntz, Jarrod B. Kittleson","Berthel Fisher","National Planning","$120","05-29-2013"
"Mark A. Joneson","Berthel Fisher","Multi-Financial Securities","$57","05-28-2013"
"Paul J. Donnelly","Robert W. Baird & Co.","William Blair & Co.","$200","05-28-2013"
"Maureen McPeek, Ralph Lynch Jr.","Wells Fargo Advisors","Morgan Stanley Wealth Management","$480","05-23-2013"
"Donnel M. Dickerson","Securities Service Network","Walnut Street Securities","$100","05-23-2013"
"Conrad K. Branson","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$98","05-23-2013"
"Peter R. Benington, Steven C. Benington, Steven R. Cross","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$240","05-23-2013"
"Michael L. Dolle","Bank of America Merrill Lynch","Wells Fargo Advisors","$160","05-23-2013"
"Lee S. Minsk","Bank of America Merrill Lynch","Wells Fargo Advisors","$104","05-23-2013"
"Brett Langer, Keith Bandettini, Beverly Cox, Will Gingell","SCF Securities","Walnut Street Securities","$145","05-17-2013"
"Gary Bouch","Waddell and Reed","Ameriprise Financial","$57","05-14-2013"
"Tricia Gunter","Waddell and Reed","LPL Financial","$51","05-14-2013"
"Gerald D. Brennan, James R. Seidel, Lynn L. Kittelson","Robert W. Baird & Co.","UBS Financial Services, Northern Trust ","$215","05-14-2013"
"Malcolm H. Liles, William N. Liles, Sherri A. Minunno","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$585","05-14-2013"
"Clay Hoffman","Summit Brokerage Services","Suntrust Investment Services","$84","05-08-2013"
"Nicholas T. Barlotta Jr., Daniel R. Cauley, Nicholas T. Barlotta III","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","05-07-2013"
"Steven S. Phillips","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","05-07-2013"
"James P. Luttrell Jr., Matthew J. Dahlman, Thomas A. Luttrell","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","05-07-2013"
"Paul Bagnato","Morgan Stanley Wealth Management","Wells Fargo Advisors","$165","05-07-2013"
"Alissa N. Carloss","Morgan Stanley Wealth Management","Stifel Nicolaus & Co.","$135","05-07-2013"
"Sean M. Miranda","Hilliard Lyons","Raymond James","$100","05-02-2013"
"Steven J. Smith","Hilliard Lyons","Raymond James","$100","05-02-2013"
"Sean C. Cartin","EP Wealth Advisors","Bernstein Global Wealth Management","$0","05-01-2013"
"Benjamin Porras","EP Wealth Advisors","Charles Schwab","$0","05-01-2013"
"Kenneth G. Ingham","LPL Financial","Sentinel Securities, Inc.","$1,500","05-01-2013"
"Jay L. Geaslen","Ameriprise Financial","Bank of America Merrill Lynch","$194","04-30-2013"
"Leasha D. Flammio-Watson","Ameriprise Financial","Wells Fargo Advisors","$90","04-29-2013"
"John J. Nelson, Jon T. Nelson","Ameriprise Financial","Wells Fargo Advisors","$125","04-29-2013"
"Donald A. Jones, Trevor Jones","Ameriprise Financial","UBS Financial Services","$0","04-29-2013"
"William T. Patton","Ameriprise Financial","Morgan Stanley Wealth Management","$150","04-29-2013"
"Norman G. Howarth","Ameriprise Financial","LPL Financial","$195","04-29-2013"
"Teresa M. Brokaw,  Donald G. O'Neal, Trent J. O'Neal","Wells Fargo Advisors","Bank of America Merrill Lynch","$193","04-25-2013"
"James P. Butler, James L. Butler, Neil Butler","Wells Fargo Advisors","Bank of America Merrill Lynch","$356","04-25-2013"
"David H. Rascoe","Morgan Stanley Wealth Management","Wells Fargo Advisors","$80","04-25-2013"
"Thomas J. McCann Jr.","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$200","04-25-2013"
"Eric M. Behr","Morgan Stanley Wealth Management","Deutsche Bank","$0","04-25-2013"
"Richard Meadows, Paul Seifert, Micheal Fettig","Wells Fargo Advisors","Morgan Stanley Wealth Management","$266","04-23-2013"
"Gary Pollick","Wells Fargo Advisors","Morgan Stanley Wealth Management","$178","04-23-2013"
"Howard Mirvis, Larry Holmes","Wells Fargo Advisors","Morgan Stanley Wealth Management","$220","04-23-2013"
"Betty Schutte-Box","Wells Fargo Advisors","Edward Jones","$112","04-23-2013"
"Greg Bauer","Wells Fargo Advisors","Bank of America Merrill Lynch","$75","04-22-2013"
"Dennis Anderson","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Betsy Dickson , Dawn Dickson","Benjamin F. Edwards & Co.","UBS Financial Services","$0","04-16-2013"
"Ed Meyer","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Allen Catalanotto, Scott E. Foreman, Mo Provosty","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Darryl Mierl, Patrick X. Garvin, James Dombrowski ","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Peter Tampellini, Robert Rothhouse , Teresa Zipf ","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Thomas Morrison","Benjamin F. Edwards & Co.","Morrison Financial Services Ltd.","$0","04-16-2013"
"Brian Wiklund ","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"L. Grant Ingram, Gary Liberty","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Christopher J. McGill","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Brad Pease","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"David Claggett","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Dan Lamacchia CFP, ","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","04-16-2013"
"Todd Havill ","Bank of America Merrill Lynch","UBS Financial Services","$156","04-16-2013"
"Jonathan Greer","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$262","04-16-2013"
"Arthur Cahill, Stefen Benincasa","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$290","04-16-2013"
"Matthew Porter, Gregg Lentz","Investors Capital","Questar","$50","04-12-2013"
"Robert Locco, Francis Ciocari","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$200","04-08-2013"
"Sam Clark, James Davenport, Les Barber","Royal Alliance","Lincoln Financial","$300","04-08-2013"
"Robert Iocco, Francis Ciocari","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$200","04-08-2013"
"William Seabrook, Kathleen Chiappone","Morgan Stanley Wealth Management","Wells Fargo Advisors","$180","04-08-2013"
"Paul D. Emrick, Troy Hottenstein, Scott Holland","Morgan Stanley Wealth Management","J.P. Morgan Securities LLC","$400","04-08-2013"
"Gaston Abello, Felix Jaimovich","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$165","04-08-2013"
"Steven Schultz, Scott Merrill","UBS Financial Services","Morgan Stanley Wealth Management","$320","04-05-2013"
"David Strulowitz","Cetera","Forum Financial Management LLC","$50","04-03-2013"
"Edward Rosenberg, Robert Rosenberg","Summit Brokerage Services","Waddell and Reed","$50","04-03-2013"
"Jerome Repovz","Summit Brokerage Services","Securities America","$55","04-03-2013"
"John Russo, Jerry West, Robert Schlueter, James Maher","Dynasty Financial Partners","Bank of America Merrill Lynch","$420","04-02-2013"
"David Gordon, Kirsten Gordon","Morgan Stanley Wealth Management","Wells Fargo Advisors","$300","04-02-2013"
"Mark Pentella, Jessica Palmer ","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$125","04-02-2013"
"Stephen Shipley, Jay Rubottom","Prospera Financial Services","Morgan Stanley Wealth Management","$121","04-02-2013"
"Russel Sherred, Pamela Pasterick, Ken Kuska, Kathleen Corrales, Matthew Lawrence","RBC Wealth Management","Morgan Stanley Wealth Management","$380","03-28-2013"
"Roger W Harrington","Williams Financial Group","Morgan Stanley Wealth Management","$65","03-28-2013"
"Cynthia M. Boyle, D. Jordan Josey, John N. Boyle","Wells Fargo Advisors","Raymond James","$125","03-15-2013"
"Sid Martin, Steve Clark, Wes Kaufman","Wells Fargo Advisors","Bank of America Merrill Lynch","$689","03-15-2013"
"Evan Meltzer. Edward Hill, Philip Meltzer","Wells Fargo Advisors","Morgan Stanley Wealth Management","$400","03-15-2013"
"Eric Whipple, Stephen Cooper","Wells Fargo Advisors","Morgan Stanley Wealth Management","$195","03-15-2013"
"Richard Powell","Wells Fargo Advisors","Morgan Stanley Wealth Management","$176","03-15-2013"
"Geoffrey Silver, Sybil Fields, Adena Smith","Wells Fargo Advisors","Morgan Stanley Wealth Management","$950","03-15-2013"
"Lisa Kern","Wells Fargo Advisors","Davenport","$105","03-15-2013"
"John DeLuca, John Fabris","Wells Fargo Advisors","Morgan Stanley Wealth Management","$245","03-15-2013"
"Lisa Turner, Micheal Murrow","Wells Fargo Advisors","Morgan Stanley Wealth Management","$108","03-15-2013"
"Lawrence Schwartz","Wells Fargo Advisors","Morgan Stanley Wealth Management","$106","03-15-2013"
"Paul Martin, Alfred Pasaoa, Michael Rowland","Wells Fargo Advisors","Bank of America Merrill Lynch","$267","03-15-2013"
"Tom Wozniak, Doug Freeman","Wells Fargo Advisors","Bank of America Merrill Lynch","$211","03-15-2013"
"Melody Foti","Wells Fargo Advisors","Morgan Stanley Wealth Management","$124","03-15-2013"
"Robert McMann","Wells Fargo Advisors","Morgan Stanley Wealth Management","$163","03-15-2013"
"Brian Moore","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$113","03-14-2013"
"Mark Johnson","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$192","03-14-2013"
"Scott Sexton","Morgan Stanley Wealth Management","UBS Financial Services","$700","03-05-2013"
"Roxann Romano, Anthony Catalano","Morgan Stanley Wealth Management","UBS Financial Services","$0","03-05-2013"
"Thomas Besselman, Matt Heinz, Todd Guerin","NFP Advisor Services Group","VSR Financial Services","$100","02-28-2013"
"Victor Camara","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$100","02-27-2013"
"Frank Levy","Securities Service Network"," John Hancock Financial Services","$170","02-27-2013"
"David Frank, John Judkins","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$168","02-26-2013"
"Edward Glenn, Pamela Staples","Bank of America Merrill Lynch","RBC Wealth Management","$300","02-26-2013"
"Mickey Littmann","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$151","02-26-2013"
"Kevin Phillips","Robert W. Baird & Co.","Wells Fargo Advisors","$105","02-26-2013"
"Jospeh A. Lipe, John B. Lipe","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$250","02-26-2013"
"Gregory C. Sarian, Francis X. Masse II","Hightower Advisors","Bank of America Merrill Lynch","$650","02-19-2013"
"Nikesh Kadakia, Jospeh Pastore, Kirk Snyder","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$0","02-19-2013"
"Jeff Faucette, Tony Williams","Raymond James","Bank of America Merrill Lynch","$124","02-15-2013"
"Quoc (Jon) Pham","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$82","02-14-2013"
"William Terrell","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$137","02-14-2013"
"Kevin Robertson","Bank of America Merrill Lynch","Piper Jaffrey","$588","02-14-2013"
"Stephanie Greer","Bank of America Merrill Lynch","Wells Fargo Advisors","$189","02-14-2013"
"John Kline","Janney Montgomery Scott","UBS Financial Services","$180","02-14-2013"
"John Gray, Jerri Gray, Jim Driskell","Investacorp","Next Financial","$90","02-07-2013"
"Jamie Hilton, Kara Museler","UBS Financial Services","Morgan Stanley Wealth Management","$300","02-06-2013"
"Jason Connolly, Taylor Manry, Doug Everett, Adam Wilson","Triad Advisors","Royal Alliance","$250","02-05-2013"
"James Mathias, Wilma Turner ","Girard Securities","Invest Financial","$85","02-01-2013"
"Joseph VanName, Amy Hoffman, Cindy Irving, Susan Warren","Cetera","Cadaret Grant","$130","01-29-2013"
"Lou Ingargiola, Sean McAndrew","Commonwealth Financial Network","LPL Financial","$70","01-28-2013"
"Robert Ellis, Joseph Ellis, Joshua Britt, Aaron Mabon, Summer Parmer","Commonwealth Financial Network","LPL Financial","$150","01-28-2013"
"Marlene M. Fowler, Christopher F. Fowler","Raymond James","Morgan Stanley Wealth Management","$70","01-28-2013"
"Philip T. Maurer, David M. Kushner, Barbara Maurer","Raymond James","Morgan Stanley Wealth Management","$146","01-25-2013"
"Chamberlain Group ","Spire Investment Partners","N/A","$200","01-24-2013"
